DistanceFromVenue,Availability,InterestLevel,RelationshipWithHost,SocialCircleAttendance,MaritalStatus,PersonalInvitation,WeatherForecast,PreviousAttendance,TransportationAvailability,WillAttend
49,0,10,8,36,1,1,1,1,1,1
1,1,7,3,39,1,1,0,0,0,1
25,1,4,8,5,1,0,1,0,0,1
36,1,2,4,78,1,0,1,1,1,1
17,1,8,4,34,0,1,1,1,0,1
41,0,2,7,25,0,1,0,1,1,1
24,0,9,5,90,1,0,1,1,0,1
2,0,5,4,29,1,1,0,1,1,1
40,1,9,7,74,1,1,0,1,0,1
15,1,9,3,23,0,1,0,0,1,1
32,1,8,9,54,1,1,0,0,0,1
39,1,8,5,77,0,0,1,1,1,1
6,1,4,3,86,0,1,0,0,1,1
1,0,4,2,8,1,1,0,0,1,1
47,0,2,7,61,0,0,0,1,0,1
23,0,4,7,17,1,1,0,0,1,1
39,1,4,5,50,0,1,1,0,1,1
17,1,6,4,18,1,1,0,0,1,1
34,1,3,2,68,1,1,0,1,0,1
41,1,2,2,81,1,0,0,0,1,1
29,1,8,7,32,1,0,0,1,0,1
9,1,2,10,37,1,1,1,1,0,1
13,1,8,7,12,1,0,0,0,1,1
6,0,7,4,48,0,0,1,0,1,1
6,0,3,4,72,0,0,0,1,1,1
20,1,6,4,89,0,1,1,1,1,1
3,1,6,2,52,1,1,0,1,0,1
17,1,10,9,0,1,0,0,0,0,1
49,0,5,1,11,1,0,0,1,1,1
12,0,8,8,23,1,0,0,1,1,1
48,1,5,6,0,1,0,1,1,0,1
47,0,7,10,67,1,0,0,1,1,1
45,0,6,7,6,0,0,1,1,0,1
1,0,7,5,91,1,0,0,0,0,1
17,1,9,6,100,1,1,0,0,0,1
3,0,3,6,68,1,1,1,0,0,1
26,0,10,9,38,1,1,0,1,0,1
15,1,7,10,31,1,1,1,1,0,1
36,1,10,4,48,0,0,0,0,1,1
32,0,3,5,30,1,1,0,0,1,1
32,1,2,4,78,1,0,1,0,1,1
4,0,7,1,2,0,1,0,1,1,1
18,0,4,10,46,0,1,1,1,1,1
49,1,1,6,14,1,0,0,0,0,1
19,1,6,5,50,0,0,0,0,0,1
43,0,6,4,81,0,1,1,1,0,1
35,1,6,6,84,1,1,0,1,1,1
40,1,2,5,73,0,1,0,1,0,1
14,0,1,3,20,1,1,1,0,0,1
33,0,3,2,89,0,1,1,0,1,1
14,0,2,6,40,1,0,0,1,0,1
34,0,6,4,2,1,0,1,0,1,1
4,0,6,10,0,0,0,1,0,0,1
24,0,5,3,20,0,0,1,1,1,1
29,1,10,8,74,1,0,0,1,0,1
19,1,10,9,79,1,0,0,0,1,1
6,0,5,7,98,0,1,0,1,1,1
33,1,9,2,20,1,0,1,0,0,1
49,1,5,8,74,0,1,0,0,1,1
40,0,10,5,94,0,1,0,1,1,1
19,1,6,10,48,0,1,0,0,0,1
1,1,4,7,64,1,1,0,0,0,1
5,0,10,5,40,1,1,0,1,0,1
27,1,1,2,95,0,1,1,1,0,1
16,1,4,4,66,0,1,1,1,0,1
6,0,2,5,95,1,1,1,1,0,1
40,1,10,6,41,1,0,0,0,1,1
13,1,3,5,68,1,0,1,0,0,1
48,1,7,10,56,0,1,0,0,0,1
35,0,7,1,42,0,1,1,0,0,1
19,0,1,1,100,1,0,0,0,1,1
12,1,8,3,11,0,1,0,1,0,1
16,1,7,9,77,0,0,1,1,1,1
43,0,1,2,63,1,1,1,1,0,1
10,0,8,10,50,0,1,1,0,1,1
25,1,2,5,72,1,1,1,1,0,1
20,0,8,9,59,1,1,0,0,0,1
31,1,3,7,70,1,1,0,1,1,1
4,1,10,8,79,1,0,0,1,0,1
44,0,7,2,27,0,1,1,1,0,1
23,0,6,5,70,1,1,0,1,1,1
2,1,5,9,13,1,0,0,1,0,1
22,1,10,1,31,1,1,0,0,1,1
37,0,2,1,7,0,0,0,0,0,1
8,1,2,10,26,0,0,1,0,0,1
7,0,1,8,49,0,0,1,0,1,1
14,0,9,2,58,0,1,1,0,0,1
3,0,8,9,56,1,0,1,0,1,1
50,0,8,10,2,0,1,0,1,0,1
16,0,1,9,26,0,1,0,1,1,1
19,1,5,4,93,0,1,1,1,0,1
18,0,6,2,33,1,0,1,0,1,1
16,0,2,3,25,1,0,1,0,0,1
8,0,10,10,100,1,1,0,0,0,1
33,0,5,1,39,1,1,1,1,1,1
49,0,6,3,85,0,0,0,1,1,1
12,0,9,5,31,0,1,0,1,0,1
11,0,10,3,40,0,0,1,1,1,1
5,1,1,3,1,0,1,1,1,1,1
27,1,10,10,71,0,0,1,1,1,1
12,1,3,6,6,1,0,1,0,1,1
17,1,9,3,18,0,0,1,0,0,1
6,0,1,3,32,1,0,1,1,1,1
33,1,1,9,1,1,1,0,1,0,1
5,0,1,2,66,1,0,1,0,1,1
28,1,7,1,91,0,1,1,1,0,1
14,1,5,10,77,0,0,0,0,1,1
5,0,6,8,14,1,0,0,1,0,1
33,0,8,3,20,0,1,0,1,0,1
50,1,2,7,77,0,0,1,1,0,1
48,1,2,2,58,0,1,0,1,1,1
41,1,3,8,81,0,1,0,0,1,1
19,1,3,9,38,1,0,1,0,1,1
22,0,3,8,19,0,1,1,1,1,1
5,1,4,8,0,0,1,0,0,0,1
2,1,3,8,72,0,0,1,1,1,1
30,1,2,7,8,1,1,1,0,0,1
47,1,9,2,50,1,1,1,0,1,1
39,1,6,8,37,0,0,0,1,0,1
4,0,3,5,92,0,1,1,0,0,1
33,0,9,6,14,0,0,1,1,0,1
13,0,4,4,83,0,1,0,0,1,1
20,0,4,1,40,1,0,0,1,0,1
7,0,8,5,93,1,1,0,0,0,1
15,1,7,3,46,1,1,0,1,1,1
23,0,7,9,25,1,0,1,0,1,1
14,0,10,4,53,1,1,1,1,0,1
23,1,7,10,69,1,0,1,1,1,1
19,0,10,2,38,0,1,1,0,0,1
29,0,5,4,16,1,0,1,0,1,1
20,0,7,3,69,1,0,1,0,0,1
29,0,4,3,91,1,1,1,1,1,1
24,1,8,5,8,0,0,0,1,0,1
18,1,9,1,90,1,0,1,0,1,1
10,0,3,5,98,1,1,1,0,1,1
41,1,7,8,45,1,1,0,0,1,1
8,0,10,10,5,1,0,1,1,1,1
26,1,9,9,67,0,0,0,0,1,1
29,1,1,1,15,0,0,0,1,1,1
10,1,2,2,86,0,1,1,1,0,1
17,1,7,2,86,1,0,0,1,0,1
2,1,2,6,28,0,0,1,1,0,1
6,1,7,1,40,0,0,0,1,0,1
5,1,1,1,67,0,1,0,1,0,1
28,1,3,2,61,0,0,1,1,0,1
41,1,5,4,39,0,0,1,1,0,1
5,1,6,2,61,1,1,0,1,1,1
18,1,9,4,23,1,0,0,0,0,1
26,0,9,3,5,1,1,1,0,1,1
20,1,3,3,39,1,0,1,1,1,1
41,0,8,9,69,1,1,0,0,1,1
49,1,4,8,57,1,1,1,0,0,1
27,0,7,10,13,0,0,0,0,1,1
49,0,6,9,77,0,0,1,1,1,1
12,0,8,1,44,1,1,1,1,1,1
7,1,6,5,98,1,1,0,0,0,1
3,1,4,4,5,1,0,1,1,0,1
10,1,2,9,22,1,0,0,1,1,1
34,1,7,3,61,0,1,0,1,1,1
25,0,4,5,83,0,0,0,1,1,1
35,1,9,8,16,1,0,0,0,1,1
16,1,9,10,83,1,0,1,0,0,1
2,1,7,5,69,1,0,1,0,1,1
24,1,5,9,27,1,1,0,0,1,1
10,1,3,2,12,1,0,1,1,1,1
38,1,3,6,28,1,0,1,1,0,1
22,1,9,5,44,0,1,1,1,1,1
26,1,9,9,19,0,1,1,1,0,1
43,0,4,7,57,0,0,1,1,0,1
39,0,1,8,80,0,0,1,1,1,1
27,1,10,7,53,1,1,0,1,1,1
29,1,5,10,98,0,0,1,1,0,1
47,1,8,10,63,0,1,1,1,1,1
38,1,10,5,51,1,0,0,1,1,1
20,0,4,5,100,0,0,0,0,0,1
27,0,10,4,42,0,0,0,0,0,1
41,1,10,2,86,0,0,1,1,0,1
20,0,4,9,17,1,0,0,1,0,1
44,0,9,10,99,1,0,0,1,1,1
19,1,9,10,83,1,1,1,0,1,1
20,1,7,10,53,1,0,0,1,1,1
35,1,10,10,59,0,0,1,0,0,1
47,0,8,3,70,1,0,1,1,1,1
2,0,4,3,99,1,0,1,0,0,1
30,1,8,3,0,1,1,1,1,1,1
34,1,6,8,36,0,1,1,0,0,1
22,0,3,6,48,0,0,1,1,0,1
3,0,7,1,34,0,0,1,0,0,1
6,1,3,3,66,0,1,1,1,1,1
15,0,7,4,34,1,0,0,1,0,1
27,1,5,2,92,0,0,0,1,0,1
10,1,4,6,8,1,1,1,0,0,1
9,0,3,10,36,0,1,1,0,1,1
33,0,8,1,59,1,0,1,0,0,1
32,0,4,1,55,0,0,1,0,1,1
48,1,8,8,88,0,1,1,1,0,1
6,1,10,4,11,0,1,0,1,0,1
41,1,3,1,70,0,0,0,1,1,1
36,1,10,7,70,1,0,1,0,1,1
2,1,9,9,3,0,1,0,1,0,1
29,1,6,10,60,1,0,0,0,1,1
4,0,5,7,44,1,1,1,0,1,1
1,1,5,1,94,0,1,1,0,0,1
19,1,3,1,49,0,1,1,1,1,1
26,1,2,1,49,0,0,0,0,0,1
25,1,6,8,73,0,1,1,0,1,1
10,0,1,7,47,1,1,1,0,1,1
15,1,7,3,22,1,0,1,0,1,1
22,0,5,3,89,0,1,0,0,1,1
48,0,4,3,86,1,1,0,1,1,1
21,1,9,2,92,0,0,1,0,1,1
22,1,10,4,7,1,1,1,0,0,1
36,0,1,7,82,0,0,0,0,0,1
34,0,4,9,28,1,0,0,0,1,1
30,1,3,3,42,0,1,1,1,1,1
25,0,6,10,52,0,1,1,0,1,1
45,1,5,7,5,0,1,0,1,1,1
28,1,7,4,92,0,1,0,0,1,1
1,0,1,1,23,1,1,0,0,0,1
49,1,5,5,73,0,0,0,0,1,1
45,1,2,8,13,0,0,0,1,0,1
4,1,2,3,51,1,1,1,1,0,1
7,0,2,10,69,1,1,1,0,1,1
49,0,9,4,3,0,0,1,1,0,1
9,0,10,3,57,1,1,0,1,0,1
36,1,3,10,78,1,1,1,1,0,1
19,0,4,8,36,0,1,1,0,0,1
1,0,5,10,47,0,0,1,1,1,1
10,0,4,8,38,0,0,1,1,1,1
36,1,4,4,91,0,0,0,1,0,1
9,1,5,2,65,0,0,1,1,1,1
45,0,10,3,12,1,1,0,1,1,1
46,0,9,3,65,1,1,1,1,0,1
42,0,9,4,59,0,1,0,0,1,1
32,1,6,2,40,0,0,1,0,1,1
32,0,3,2,31,0,1,1,1,0,1
6,1,6,3,51,0,0,0,1,1,1
48,1,10,1,4,1,1,0,0,1,1
38,1,4,8,66,1,0,0,1,1,1
17,0,3,6,65,0,1,0,0,0,1
10,0,6,3,77,1,1,1,1,1,1
50,1,6,1,51,1,1,1,0,1,1
27,1,2,3,48,0,1,0,0,1,1
50,1,9,1,28,0,1,1,1,1,1
35,1,8,3,37,1,1,1,1,0,1
21,0,6,4,69,1,1,1,1,0,1
25,0,1,6,97,1,1,0,0,0,1
28,1,2,7,7,1,1,1,0,0,1
47,1,4,7,58,0,0,1,0,0,1
15,1,7,9,54,1,0,0,0,0,1
4,0,9,8,1,0,0,0,0,0,1
29,1,10,4,25,1,0,1,1,1,1
9,0,5,6,62,1,0,1,0,0,1
27,1,10,1,16,0,0,0,0,0,1
26,0,2,8,58,0,1,1,1,1,1
19,0,1,6,87,1,1,0,1,0,1
28,1,10,2,94,1,0,1,0,0,1
17,0,1,8,15,0,0,0,0,1,1
43,0,5,4,57,1,1,0,1,1,1
41,0,7,9,63,0,1,1,1,1,1
42,0,9,4,49,0,1,0,0,0,1
50,1,9,1,84,1,1,1,0,1,1
20,1,8,7,25,1,0,1,1,0,1
45,1,1,10,16,0,0,1,1,1,1
40,1,5,5,45,0,1,1,1,1,1
39,1,6,10,67,0,0,1,0,0,1
49,0,6,5,49,0,0,0,0,1,1
23,0,4,4,42,0,1,1,0,0,1
47,0,1,6,47,0,1,1,1,1,1
32,0,3,1,67,1,1,1,0,0,1
47,1,10,3,18,1,1,0,0,0,1
33,1,4,7,24,0,0,0,1,1,1
46,0,4,8,71,1,1,0,0,0,1
5,1,4,9,17,0,1,0,0,1,1
43,0,5,1,50,0,0,1,1,0,1
48,0,9,4,17,0,1,1,1,0,1
34,1,4,2,57,1,1,0,1,1,1
40,1,9,2,63,1,0,0,0,1,1
11,1,9,1,70,0,1,0,0,1,1
50,1,1,5,56,0,1,0,0,1,1
3,1,5,2,16,1,0,1,0,0,1
33,1,9,4,58,1,1,0,1,0,1
11,1,4,9,66,0,1,1,0,1,1
16,0,5,3,85,0,0,1,1,0,1
18,1,4,8,14,1,0,0,0,1,1
30,0,2,10,94,1,1,1,1,0,1
48,0,10,6,99,0,1,1,1,1,1
10,1,2,10,25,0,1,0,0,0,1
18,0,2,5,47,0,1,1,0,0,1
38,1,1,2,13,0,0,0,1,0,1
19,0,3,3,80,0,0,0,1,1,1
36,0,10,8,8,0,0,0,0,0,1
13,0,1,9,6,1,1,1,1,1,1
46,1,4,7,90,1,0,1,0,0,1
3,0,1,1,91,1,1,0,0,0,1
10,0,4,6,54,0,1,0,0,0,1
38,0,3,7,11,0,0,1,0,0,1
1,1,9,6,16,1,0,1,1,1,1
27,0,1,10,72,1,0,0,1,1,1
46,1,8,2,7,0,1,1,1,0,1
8,0,9,9,90,1,0,1,1,1,1
46,0,7,3,41,1,1,1,1,1,1
42,0,1,6,75,0,0,1,1,0,1
17,1,4,6,36,1,1,1,0,0,1
9,0,10,8,19,1,0,0,0,0,1
6,0,1,4,0,1,1,0,1,0,0
43,0,4,6,8,0,1,0,0,1,1
25,0,3,1,23,0,0,0,0,0,1
39,1,2,9,33,1,1,0,1,0,1
49,0,1,9,35,1,0,0,0,1,1
28,0,6,7,3,0,1,1,0,0,1
33,0,7,1,28,0,0,1,0,0,1
37,0,6,3,86,0,0,0,0,1,1
9,1,9,5,98,0,1,1,0,1,1
18,0,9,4,15,0,0,0,0,0,1
21,0,2,5,7,1,1,0,1,1,1
2,1,2,7,90,0,1,0,0,0,1
43,0,9,9,38,1,0,1,1,1,1
38,0,1,1,57,1,0,1,0,1,1
40,0,5,5,11,0,1,1,0,0,1
36,1,1,3,43,0,1,1,1,0,1
50,0,7,3,3,0,1,0,0,0,1
43,1,9,2,24,1,1,1,1,0,1
37,1,6,6,69,0,1,1,0,1,1
15,1,2,6,66,1,0,1,1,0,1
28,1,6,3,38,0,0,0,1,0,1
18,1,9,1,23,1,1,0,0,0,1
34,1,3,7,84,1,1,1,0,1,1
22,1,9,2,5,0,1,1,1,0,1
11,0,8,8,96,0,0,1,1,1,1
13,0,7,3,71,1,0,0,0,0,1
4,1,8,1,32,1,0,1,0,1,1
22,1,10,10,47,0,1,0,0,1,1
7,1,6,9,66,1,0,0,1,1,1
43,1,3,5,1,1,0,1,0,1,1
24,1,7,1,37,0,0,0,1,1,1
4,1,4,10,39,0,0,1,1,0,1
28,0,10,6,55,1,1,1,0,1,1
15,0,5,10,87,1,1,1,1,1,1
1,1,8,3,20,0,0,1,1,1,1
3,1,7,4,81,0,0,0,1,0,1
14,1,7,8,34,0,1,1,0,0,1
38,0,8,5,74,1,1,1,1,1,1
50,1,10,6,74,0,0,0,0,0,1
1,0,3,10,66,1,0,0,0,0,1
38,0,3,4,59,0,0,1,1,0,1
38,0,2,6,22,0,1,0,0,0,1
21,1,1,3,64,1,0,1,0,0,1
48,1,10,10,62,0,1,1,0,0,1
29,0,6,1,22,1,0,1,0,0,1
5,0,6,6,85,0,0,0,0,1,1
49,0,10,1,41,0,1,1,1,0,1
10,0,8,10,93,0,0,0,0,1,1
28,1,6,3,63,0,0,0,0,1,1
21,0,6,8,65,0,0,1,0,0,1
50,1,1,7,80,1,0,1,1,0,1
7,0,7,8,40,1,0,1,0,0,1
3,1,7,10,19,1,1,0,0,0,1
45,0,10,10,8,0,0,0,1,1,1
47,1,9,2,56,0,1,1,0,0,1
20,1,7,10,74,0,1,0,1,1,1
19,1,8,7,16,0,1,0,0,0,1
35,0,4,4,77,1,1,0,0,0,1
4,1,9,1,81,1,0,1,0,1,1
5,0,1,3,17,0,1,1,1,1,1
1,1,8,5,62,1,1,0,1,1,1
4,1,3,10,71,0,1,0,1,0,1
12,0,1,8,92,0,1,1,0,1,1
27,1,2,2,71,0,1,0,1,1,1
42,1,6,2,25,1,1,0,1,1,1
23,0,5,8,91,0,1,1,1,0,1
25,1,3,9,71,1,0,1,0,1,1
21,1,9,10,83,1,0,1,1,1,1
24,1,8,1,71,0,0,0,1,0,1
25,1,3,2,77,1,1,1,1,1,1
45,0,2,4,12,0,0,0,1,1,1
46,1,8,3,16,1,1,1,0,1,1
32,1,5,1,25,0,0,1,1,1,1
32,1,9,4,5,0,0,1,1,0,1
5,1,1,2,80,0,0,1,0,1,1
36,1,10,10,3,0,0,1,1,0,1
46,1,3,5,88,0,1,1,1,1,1
42,1,5,1,6,1,0,0,0,0,1
49,1,2,8,16,0,1,1,0,0,1
42,0,3,10,85,0,0,0,1,0,1
39,0,4,2,91,1,0,1,0,0,1
16,0,4,3,49,0,1,0,1,1,1
33,0,9,3,5,0,1,0,0,0,1
49,1,1,4,29,1,1,0,1,0,1
21,1,9,7,73,0,1,1,0,1,1
9,0,9,9,55,1,1,0,0,0,1
6,0,6,3,38,1,0,1,0,1,1
45,0,1,1,13,1,1,0,1,0,1
35,1,6,10,53,0,1,1,0,1,1
39,1,8,1,21,1,1,0,1,1,1
22,0,5,6,56,0,1,0,1,0,1
41,0,5,5,40,1,1,1,0,1,1
5,0,1,10,89,1,1,0,1,0,1
42,0,1,7,9,1,0,0,1,0,1
23,0,8,7,1,0,1,0,1,0,1
17,1,5,3,66,1,1,0,1,1,1
12,0,8,7,47,0,0,1,1,1,1
23,1,10,9,41,1,0,0,1,0,1
16,0,2,8,10,1,0,1,0,1,1
3,0,4,3,73,0,0,1,1,1,1
30,1,10,10,11,1,0,0,1,0,1
22,0,9,5,13,1,0,0,0,1,1
9,1,3,8,29,0,1,1,0,1,1
29,1,6,2,59,0,0,0,0,0,1
47,0,7,7,76,1,1,0,1,0,1
37,0,3,10,29,1,0,1,0,1,1
23,1,1,10,37,1,0,1,1,1,1
13,1,2,7,74,0,0,0,0,1,1
32,0,10,8,64,0,1,0,1,0,1
46,1,7,1,90,1,0,0,1,1,1
47,0,7,8,46,0,0,0,0,1,1
48,1,1,1,38,0,0,1,1,1,1
23,0,10,3,48,1,0,1,0,0,1
45,1,7,9,100,0,0,0,1,1,1
17,1,10,4,72,0,0,1,0,1,1
40,0,6,10,57,0,1,1,1,0,1
21,1,6,9,89,0,0,1,0,1,1
2,1,7,1,88,0,0,0,0,1,1
37,1,7,8,16,1,0,1,0,0,1
6,1,1,3,5,0,0,0,1,1,1
44,1,10,7,14,0,0,1,1,1,1
18,1,5,2,66,0,1,1,0,0,1
30,1,8,7,94,0,0,0,1,1,1
22,0,8,7,27,1,1,0,1,1,1
33,1,3,9,72,1,1,0,0,1,1
30,1,3,2,43,0,0,0,0,1,1
17,0,7,8,17,1,0,0,0,1,1
43,1,4,5,31,0,0,0,1,1,1
32,1,6,10,82,1,1,0,1,0,1
42,0,9,9,68,0,1,1,0,0,1
14,1,10,8,43,0,0,1,0,0,1
10,1,2,3,69,1,0,1,1,0,1
47,0,2,3,62,0,1,0,0,1,1
36,0,6,10,75,1,1,1,1,0,1
34,1,3,8,57,0,1,0,0,0,1
9,1,1,9,46,1,0,1,0,0,1
42,0,2,2,16,1,0,0,0,0,1
28,1,7,3,38,1,0,0,0,1,1
11,0,4,8,58,1,1,0,0,1,1
14,0,2,2,6,0,0,1,1,1,1
39,0,8,8,62,0,0,1,0,0,1
47,1,4,5,56,1,1,1,0,0,1
19,0,4,6,74,0,0,0,1,0,1
15,0,2,10,33,0,1,1,0,0,1
28,0,1,4,52,0,0,1,0,1,1
24,1,1,3,65,1,0,1,0,1,1
8,1,3,8,77,1,0,1,0,0,1
43,1,6,9,81,0,0,0,0,1,1
9,0,7,8,47,0,0,0,1,0,1
47,1,9,9,59,1,0,0,1,0,1
33,1,5,1,42,0,0,1,0,1,1
33,0,9,5,72,0,1,0,1,1,1
19,0,8,7,3,0,1,0,0,0,1
3,1,1,8,77,1,0,0,1,0,1
10,1,3,2,74,1,1,1,0,1,1
40,0,8,4,93,1,1,0,0,1,1
47,1,9,7,90,0,0,1,0,0,1
42,0,4,5,92,0,1,0,1,0,1
1,0,6,1,51,0,0,1,1,1,1
29,1,4,2,31,1,0,0,1,1,1
50,1,9,5,93,1,1,1,1,0,1
34,1,2,6,89,1,0,1,1,1,1
13,1,6,1,93,0,1,1,1,0,1
1,0,3,3,50,1,1,1,0,1,1
34,1,10,6,9,0,1,1,0,0,1
29,1,4,6,11,0,1,0,1,1,1
48,1,2,7,96,1,1,1,0,0,1
47,0,8,10,97,0,1,0,0,1,1
13,1,10,3,81,0,1,1,0,0,1
48,1,8,1,38,1,1,0,1,1,1
49,0,1,7,79,0,0,0,1,1,1
29,0,10,3,67,1,0,0,1,1,1
39,0,6,5,9,1,1,1,0,1,1
24,0,1,4,91,1,1,0,1,1,1
26,0,6,1,81,0,1,1,0,1,1
17,1,7,7,72,1,0,1,0,0,1
7,0,2,4,85,1,1,0,0,0,1
13,0,9,1,9,1,1,1,0,0,1
5,0,8,6,22,0,1,0,0,1,1
26,0,9,4,76,0,1,1,0,0,1
49,0,10,4,87,0,1,0,1,1,1
3,0,4,2,12,1,1,1,0,0,1
7,0,4,1,47,1,1,0,0,0,1
49,0,8,3,88,1,0,1,0,1,1
39,1,1,10,43,0,1,1,0,1,1
1,1,8,5,92,1,0,0,1,1,1
49,1,7,9,79,1,1,1,0,1,1
17,0,7,7,63,0,0,1,1,1,1
43,0,9,4,39,0,1,1,0,1,1
25,0,10,8,5,1,0,1,1,0,1
3,1,7,4,71,1,0,0,1,1,1
15,0,2,6,97,1,1,1,1,1,1
29,0,1,1,81,0,0,0,0,0,1
43,0,1,6,42,0,1,0,1,0,1
32,1,7,10,31,1,1,1,0,0,1
26,1,5,5,48,0,1,1,1,0,1
16,0,4,2,73,0,0,0,1,0,1
25,1,5,1,97,1,0,0,0,0,1
28,0,10,6,86,1,0,1,1,0,1
9,0,10,2,18,0,1,1,0,0,1
1,1,6,9,83,0,1,1,0,0,1
29,1,10,9,51,0,0,0,0,1,1
22,1,6,1,51,0,1,0,1,1,1
16,1,1,5,33,1,1,1,1,1,1
41,0,2,8,58,0,0,0,1,1,1
44,0,3,4,80,1,1,1,1,0,1
41,1,4,3,4,0,1,0,1,0,1
7,1,6,5,65,1,0,0,0,0,1
14,0,9,5,40,0,0,0,1,0,1
29,0,2,8,33,1,0,1,0,1,1
19,0,8,6,53,1,1,0,1,0,1
19,0,9,2,19,1,1,0,1,1,1
2,1,2,1,53,0,1,1,0,1,1
41,1,9,3,65,0,0,1,0,1,1
45,1,7,2,91,0,1,0,0,1,1
15,0,9,4,17,0,0,0,1,1,1
3,0,6,3,43,1,1,1,1,1,1
11,1,2,9,47,0,1,1,0,1,1
46,1,8,5,34,1,1,0,0,0,1
30,1,10,4,78,1,1,1,1,0,1
40,0,9,10,38,0,1,1,0,1,1
18,1,8,9,2,1,1,1,0,0,1
48,0,2,4,18,1,1,1,0,0,1
2,1,8,6,86,0,0,0,1,1,1
32,1,3,10,82,0,1,1,1,1,1
8,1,3,1,17,1,0,1,1,1,1
22,0,9,2,93,0,1,1,0,1,1
6,0,9,4,82,1,0,0,0,1,1
12,0,9,9,4,0,0,1,1,0,1
47,0,4,6,54,0,0,0,1,1,1
40,0,7,6,12,1,1,1,0,0,1
36,0,8,9,33,0,0,0,1,0,1
15,1,5,4,87,0,0,0,0,1,1
28,0,1,3,17,0,0,1,1,1,1
49,1,9,7,67,1,1,0,1,0,1
45,0,6,7,99,1,0,1,1,0,1
18,1,3,9,71,0,0,0,1,0,1
2,1,3,6,42,1,0,0,1,1,1
13,0,10,2,64,1,0,0,1,1,1
45,1,1,6,40,1,1,1,0,0,1
15,0,8,8,37,0,0,0,0,1,1
20,0,2,6,99,0,0,0,0,1,1
29,0,1,9,37,0,0,0,1,0,1
42,0,7,4,12,1,0,1,1,0,1
29,1,9,3,21,1,0,1,1,1,1
3,0,6,5,28,0,1,0,0,1,1
19,1,8,3,8,0,0,0,1,1,1
3,1,8,2,90,0,1,1,0,1,1
14,1,9,2,67,0,0,1,1,0,1
40,0,7,4,16,1,0,0,0,0,1
4,1,9,3,36,0,1,1,0,1,1
11,0,9,9,63,1,1,1,0,0,1
31,1,1,7,66,0,1,1,1,1,1
43,0,6,6,3,0,0,0,0,0,1
32,0,8,10,39,1,1,0,1,1,1
27,0,10,8,15,0,1,0,0,0,1
30,0,9,9,10,0,0,0,0,0,1
43,1,4,3,90,1,0,0,1,0,1
2,1,2,10,25,1,0,1,0,0,1
49,0,9,7,94,0,0,1,0,0,1
9,1,9,9,97,1,1,0,1,0,1
28,0,8,1,71,1,1,1,0,1,1
31,0,3,10,64,0,1,1,0,1,1
34,1,5,9,1,0,0,1,0,0,1
15,0,2,7,90,0,0,1,0,0,1
48,0,3,10,44,1,0,0,0,1,1
25,0,1,4,42,1,0,1,0,0,1
36,0,4,6,2,0,1,0,1,0,1
8,0,5,6,33,0,1,1,0,1,1
9,1,2,6,79,0,0,1,0,0,1
37,1,3,2,64,0,0,1,1,0,1
48,1,6,5,63,1,0,0,0,0,1
45,0,6,7,6,0,0,0,1,1,1
39,0,7,6,34,1,1,1,0,0,1
32,0,9,3,21,1,0,1,0,1,1
17,0,4,5,47,0,1,1,0,0,1
35,0,5,8,31,1,0,0,1,1,1
37,0,2,5,25,1,0,0,1,0,1
19,1,6,10,5,1,0,0,0,1,1
44,0,4,3,45,0,0,1,0,1,1
29,1,5,9,54,0,0,1,0,1,1
7,0,7,3,74,0,0,0,1,1,1
28,1,6,2,94,0,0,0,1,0,1
9,0,8,6,54,0,0,0,0,1,1
28,1,6,8,84,0,1,1,1,1,1
6,1,10,6,56,1,0,1,1,1,1
29,0,8,1,85,1,0,1,1,0,1
17,0,4,8,62,1,0,0,1,0,1
16,1,7,1,0,1,1,0,0,0,1
23,0,3,9,20,1,1,1,1,1,1
31,0,1,8,19,1,0,1,0,1,1
3,0,9,6,72,1,0,1,0,1,1
21,1,9,2,90,1,1,1,1,1,1
26,0,6,9,28,0,1,1,1,0,1
36,1,2,8,42,0,1,1,1,0,1
42,1,8,4,96,1,0,0,1,0,1
37,0,10,2,44,1,0,0,1,0,1
22,1,6,6,64,0,1,0,0,1,1
42,0,7,1,2,0,1,0,0,0,1
12,0,1,7,95,0,0,1,0,1,1
42,1,3,1,19,1,0,0,0,1,1
13,1,1,6,80,1,0,0,1,0,1
11,1,10,5,36,0,0,0,1,0,1
16,1,1,10,37,1,1,1,1,0,1
8,1,1,3,73,1,0,0,1,1,1
40,0,4,6,44,0,0,0,0,0,1
40,1,7,4,92,0,1,1,0,0,1
45,0,7,6,41,0,0,1,1,1,1
2,0,5,4,45,1,1,1,0,1,1
30,1,6,1,59,0,1,0,0,0,1
30,1,2,5,95,0,0,0,1,0,1
12,1,5,8,12,0,0,1,1,1,1
10,1,7,6,30,1,1,0,0,0,1
44,1,9,10,67,1,1,0,1,1,1
11,0,6,9,61,1,0,0,1,1,1
15,0,10,4,48,0,0,0,1,1,1
16,0,4,10,17,1,0,1,0,1,1
17,1,3,9,74,1,1,0,1,1,1
26,1,9,8,52,0,0,1,0,0,1
2,0,7,3,17,1,1,0,1,0,1
50,1,6,6,50,1,0,1,1,1,1
12,1,7,4,40,1,1,0,1,1,1
26,1,8,1,100,1,1,0,0,0,1
23,0,5,9,96,1,1,0,0,0,1
18,1,3,4,100,1,0,1,1,1,1
32,0,3,5,66,1,0,0,1,1,1
49,1,2,3,64,1,1,1,0,1,1
